account_id,customer_id,account_type,balance,status,opened_date,branch_id
A00084,C08373,Current,-114201.02,Closed,21-10-2025,B040
A00085,C04775,Savings,255107.87,Active,03-01-2025,B030
A00086,C04722,Current,157635.29,Closed,02-11-2025,B033
A00087,C11543,Current,428320.86,Active,07-04-2024,B026
A00088,C04820,Current,433392.45,Closed,13-05-2024,B000
A00089,C08562,Current,175314.06,Active,22-01-2023,B002
A00090,C04779,Savings,485188.68,Closed,18-08-2023,B000
A00091,C09102,Current,186230.66,Closed,09-08-2021,B034
A00092,C10039,Current,406889.55,Closed,08-07-2025,B007
A00093,C07326,Savings,107382.6,Closed,17-08-2021,B010
A00094,C07496,Current,216767.28,Closed,13-02-2025,B009
A00095,C09908,Savings,281011.06,Closed,18-05-2024,B030
A00096,C10211,Savings,95814.85,Closed,26-12-2022,B016
A00097,C02778,Current,372577.51,Closed,09-01-2026,B034
A00098,C01572,Current,320223.95,Closed,21-04-2024,B035
A00099,C01397,Savings,60064.5,Closed,24-11-2021,B040
A00100,C04807,Savings,136852.33,Closed,28-02-2022,B031
A00101,C11997,Current,253525.08,Active,19-05-2025,B006
A00102,C99999,Savings,253268.47,Active,20-11-2022,B000
A00103,C04244,Savings,238236.77,Closed,21-10-2024,B013
A00104,C00819,Savings,409489.12,Closed,16-10-2024,B001
A00105,C04528,Current,451406.69,Active,09-02-2025,B034
A00106,C03862,Current,329730.42,Closed,16-02-2026,B043
A00107,C11391,Savings,148151.92,Closed,17-11-2022,B004
A00108,C00535,Current,316477.83,Closed,19-05-2022,B000
A00109,C06945,Savings,239017.9,Active,10-02-2025,B045
A00110,C11176,Current,8259.56,Active,21-04-2023,B034
A00111,C02844,Savings,400102.75,Active,02-10-2024,B006
A00112,C05568,Savings,310064.73,Active,26-02-2025,B010
A00113,C00321,Current,103787.01,Active,26-10-2024,B012
A00114,C01632,Savings,261424.81,Active,13-04-2025,B028
A00115,C00390,Current,291682.35,Active,27-01-2025,B034
A00116,C05335,Savings,272739.93,Closed,13-03-2023,B035
A00117,C02356,Savings,303653.88,Active,12-10-2025,B012
A00118,C06545,Savings,372522.51,Closed,27-05-2024,B005
A00119,C08126,Savings,342183.43,Active,07-09-2022,B035
A00120,C00661,Savings,397042.53,Active,13-03-2022,B027
A00121,C05473,Savings,489797.5,Active,16-02-2024,B006
A00122,C03177,Savings,340526.06,Closed,08-06-2025,B009
A00123,C01372,Savings,442874.18,Closed,14-01-2025,B044
A00124,C01589,Savings,110969.37,Closed,08-03-2023,B028
A00125,C07002,Savings,315034.58,Closed,10-04-2024,B036
A00126,C01398,Current,46531.57,Active,02-12-2021,B024
A00127,C01503,Current,238946.62,Closed,21-11-2022,B027
A00128,C03508,Savings,175535.49,Closed,10-06-2022,B021
A00129,C08362,Savings,360739.99,Active,18-04-2023,B042
A00130,C03948,Current,-274057.02,Active,06-10-2021,B012
A00131,C03476,Savings,232974.72,Active,18-08-2021,B003
A00132,C03329,Current,96992.28,Active,16-07-2024,B039
A00133,C01169,Current,151850.96,Active,20-03-2026,B002
A00134,C08522,Current,381331.9,Closed,01-07-2024,B036
A00135,C06826,Current,355372.93,Closed,25-04-2022,B000
A00136,C05203,Savings,176319.52,Closed,23-10-2025,B040
A00137,C01023,Savings,239042.19,Active,21-06-2025,B014
A00138,C10275,Current,277000.93,Active,18-08-2025,B044
A00139,C03688,Current,499204.43,Closed,13-06-2021,B004
A00140,C10684,Current,180267.13,Closed,15-07-2021,B015
A00141,C99999,Savings,8378.62,Closed,15-04-2025,B035
A00142,C02606,Savings,490465.51,Active,30-05-2021,B022
A00143,C03951,Savings,392323.86,Closed,06-12-2025,B048
A00144,C10738,Current,440598.34,Closed,16-02-2025,B021
A00145,C07597,Current,402984.91,Closed,19-05-2021,B017
A00146,C11636,Savings,350863.34,Active,07-12-2025,B008
A00147,C08504,Savings,202159.39,Closed,24-12-2025,B046
A00148,C06381,Current,436980.99,Active,01-08-2021,B021
A00149,C06506,Current,207746.89,Closed,12-05-2025,B032
A00150,C07665,Current,475135.18,Active,19-04-2024,B040
A00151,C07446,Current,326742.42,Closed,13-11-2025,B012
A00152,C09785,Savings,139383.45,Active,24-09-2021,B013
A00153,C09389,Savings,426340.86,Active,14-09-2024,B022
A00154,C11074,Savings,437921.09,Closed,20-07-2021,B043
A00155,C02108,Savings,180561.87,Closed,02-09-2021,B034
A00156,C02358,Current,131857.45,Active,27-05-2023,B003
A00157,C06382,Savings,376456.4,Active,26-05-2024,B031
A00158,C11320,Current,253485.49,Closed,05-09-2022,B035
A00159,C00665,Current,358314.01,Active,14-12-2025,B014
A00160,C10117,Savings,490072.5,Active,26-08-2022,B005
A00161,C02891,Savings,313157.02,Active,04-09-2025,B012
A00162,C08296,Current,473843.49,Closed,06-09-2021,B018
A00163,C11077,Savings,413069.22,Closed,07-09-2024,B024
A00164,C04362,Current,119487.41,Active,16-04-2025,B038
A00165,C07814,Savings,221611.57,Active,03-06-2023,B049
A00166,C06882,Current,481477.63,Active,18-07-2023,B036
A00167,C08344,Savings,176578.97,Active,04-01-2023,B026
A00168,C00855,Current,100583.17,Closed,18-11-2021,B005
A00169,C03931,Current,241297,Active,18-11-2023,B011
A00170,C00126,Savings,59199.12,Closed,01-09-2022,B016
A00171,C11893,Savings,170939.33,Closed,08-04-2022,B021
A00172,C03642,Current,329006.37,Closed,17-01-2024,B037
A00173,C10809,Current,231249.6,Active,22-09-2022,B014
A00174,C03344,Savings,453310.26,Active,26-07-2025,B010
A00175,C09778,Current,354724.36,Closed,06-11-2023,B011
A00176,C07974,Savings,407407.66,Closed,19-10-2024,B012
A00177,C11928,Savings,210506.73,Active,26-03-2026,B041
A00178,C03447,Savings,358994.04,Closed,21-01-2022,B038
A00179,C07575,Savings,122810.18,Closed,02-10-2025,B045
A00180,C01585,Savings,341214.3,Closed,29-10-2022,B007
A00181,C10796,Current,303680.93,Closed,10-05-2025,B022
A00182,C01117,Current,400741.34,Active,06-02-2025,B018
A00183,C06958,Current,255269.65,Active,17-09-2025,B035
A00184,C01175,Current,184442.95,Closed,24-09-2023,B001
A00185,C04604,Savings,260941.85,Active,17-01-2023,B044
A00186,C05760,Current,139749.64,Active,13-11-2025,B034
A00187,C06662,Current,305861.93,Active,26-03-2025,B045
A00188,C99999,Savings,314285.7,Active,30-07-2023,B017
A00189,C09678,Savings,71594.15,Active,20-05-2022,B027
A00190,C09500,Savings,455597.15,Active,26-11-2023,B007
A00191,C06837,Current,461096.39,Closed,29-11-2025,B004
A00192,C04177,Current,197629.03,Closed,25-05-2025,B045
A00193,C08151,Current,238947.82,Closed,10-03-2022,B039
A00194,C10458,Savings,254135.86,Closed,30-01-2023,B001
A00195,C00243,Savings,42444.48,Active,08-05-2025,B036
A00196,C06348,Savings,322251.79,Active,02-10-2022,B017
A00197,C05882,Current,241013.91,Closed,05-04-2022,B039
A00198,C03294,Savings,47303.8,Closed,11-05-2022,B046
A00199,C05911,Savings,320239.36,Active,14-01-2022,B025
A00200,C01978,Current,458878.28,Closed,11-10-2022,B007
A00201,C04890,Savings,283041.75,Closed,28-07-2024,B025
A00202,C04703,Savings,57840.96,Closed,27-02-2026,B022
A00203,C09879,Savings,221848.3,Active,19-06-2023,B036
A00204,C06298,Current,368175.47,Active,11-10-2022,B017
A00205,C05312,Savings,193971.35,Active,04-01-2023,B048
A00206,C08616,Current,271722.34,Closed,21-06-2021,B024
A00207,C01022,Savings,326665.09,Closed,11-10-2022,B044
A00208,C09443,Savings,497716.64,Active,10-04-2024,B018
A00209,C10326,Savings,243451.2,Closed,02-01-2024,B040
A00210,C04877,Current,270959.37,Active,15-02-2024,B002
A00211,C05179,Savings,408431.65,Active,09-02-2023,B033
A00212,C05423,Current,306467.01,Active,26-12-2023,B048
A00213,C07411,Savings,408067.01,Active,15-07-2022,B001
A00214,C06227,Current,20969.66,Active,13-02-2026,B002
A00215,C05897,Current,382041.6,Active,26-05-2023,B026
A00216,C06243,Savings,428701.86,Closed,09-06-2023,B002
A00217,C01238,Savings,411067.84,Closed,19-12-2025,B024
A00218,C11564,Savings,404116.4,Closed,20-11-2022,B009
A00219,C08623,Savings,317329.28,Active,30-12-2024,B004
A00220,C05993,Savings,131217.15,Closed,05-02-2024,B024
A00221,C07187,Savings,107950.91,Closed,22-06-2023,B038
A00222,C01511,Current,134671.39,Closed,27-03-2026,B008
A00223,C09490,Current,440809.1,Active,13-01-2024,B004
A00224,C04112,Savings,105783.2,Closed,30-12-2021,B007
A00225,C07578,Savings,377604.34,Active,23-12-2021,B045
A00226,C05536,Savings,16495.96,Closed,01-02-2026,B027
A00227,C09410,Current,421533.7,Active,02-12-2025,B038
A00228,C03217,Savings,245617.2,Active,03-11-2021,B006
A00229,C02136,Savings,309769.34,Closed,08-03-2022,B025
A00230,C09102,Savings,348851.93,Closed,15-11-2025,B033
A00231,C09057,Current,436883.03,Active,15-05-2024,B045
A00232,C09325,Savings,346282.09,Closed,10-04-2023,B015
A00233,C04385,Savings,284170.41,Closed,21-04-2024,B031
A00234,C06448,Current,150364.9,Closed,06-06-2024,B016
A00235,C04880,Savings,93854.9,Active,20-02-2025,B029
A00236,C07802,Savings,219671.72,Closed,03-11-2022,B025
A00237,C07200,Savings,122084.35,Closed,06-06-2022,B039
A00238,C00321,Savings,287483.63,Closed,02-02-2022,B028
A00239,C08260,Savings,483419.11,Closed,24-12-2025,B039
A00240,C06212,Current,366869.89,Closed,09-06-2025,B044
A00241,C04027,Current,475835.15,Closed,01-11-2025,B014
A00242,C06350,Savings,279320.12,Active,24-04-2025,B037
A00243,C10645,Savings,163180.87,Active,23-05-2023,B009
A00244,C06321,Current,402521.43,Active,29-05-2021,B017
A00245,C10938,Savings,118991.41,Closed,28-09-2022,B041
A00246,C04262,Current,354811.35,Active,12-06-2023,B000
A00247,C00198,Current,396338.06,Closed,27-07-2021,B016
A00248,C00986,Savings,47684.22,Active,25-07-2022,B038
A00249,C06032,Current,498746.87,Active,14-11-2025,B009
A00250,C05337,Current,188454.77,Active,15-12-2023,B026
A00251,C10669,Savings,36750.7,Closed,22-12-2024,B017
A00252,C05555,Current,83533.59,Active,17-02-2025,B032
A00253,C01484,Current,391596.28,Active,09-09-2021,B022
A00254,C00743,Savings,379207.66,Active,14-08-2023,B030
A00255,C02753,Savings,383590.42,Closed,28-02-2023,B031
A00256,C05937,Savings,323175.32,Active,24-03-2023,B031
A00257,C09052,Current,457165.36,Closed,09-10-2025,B016
A00258,C09301,Savings,101703.69,Closed,10-01-2024,B040
A00259,C06024,Savings,285082.85,Closed,23-01-2026,B043
A00260,C05428,Current,458833.73,Closed,18-07-2024,B006
A00261,C08350,Current,355153.63,Closed,29-06-2022,B014
A00262,C10484,Savings,71965.35,Active,07-08-2024,B005
A00263,C11615,Savings,248188.24,Active,28-04-2021,B035
A00264,C09268,Current,-69317.82,Closed,20-03-2026,B036
A00265,C99999,Savings,323920.57,Closed,11-02-2024,B030
A00266,C08185,Savings,44911.4,Closed,12-02-2022,B038
A00267,C01469,Savings,337662.61,Active,27-08-2024,B010
A00268,C06510,Current,128124.01,Closed,13-03-2024,B024
A00269,C06001,Current,-203491.62,Active,16-09-2021,B017
A00270,C03362,Savings,475843.52,Closed,09-05-2022,B030
A00271,C04590,Current,451951.56,Closed,24-05-2021,B009
A00272,C10090,Current,24441.52,Active,24-08-2025,B047
A00273,C08966,Current,401368.91,Closed,16-05-2021,B038
A00274,C04138,Current,164490.56,Closed,29-07-2024,B031
A00275,C02439,Savings,251435.34,Closed,12-04-2025,B012
A00276,C04862,Current,53244.4,Closed,11-12-2025,B033
A00277,C01892,Current,2865.68,Active,20-08-2023,B028
A00278,C10815,Current,334162.29,Active,10-04-2023,B025
A00279,C08142,Savings,234304.7,Closed,05-09-2023,B022
A00280,C05435,Savings,107576.6,Closed,12-02-2025,B043
A00281,C01695,Current,248682.61,Active,14-10-2025,B043
A00282,C08002,Current,211775.58,Active,11-06-2021,B026
A00283,C09708,Current,108128.83,Active,23-06-2024,B020
A00284,C05916,Current,387568.56,Closed,29-09-2025,B012
A00285,C03075,Savings,343553.27,Active,25-03-2022,B031
A00286,C08910,Savings,163637.36,Closed,03-10-2025,B035
A00287,C04031,Current,405414.07,Closed,21-02-2023,B047
A00288,C01701,Savings,169999.83,Closed,06-07-2023,B031
A00289,C04475,Savings,437606.72,Closed,19-11-2023,B007
A00290,C08867,Savings,481314,Closed,24-06-2022,B032
A00291,C01406,Current,120054.01,Active,03-06-2022,B043
A00292,C02279,Savings,17332.32,Active,13-06-2025,B040
A00293,C09015,Current,97988.94,Active,04-08-2022,B033
A00294,C05817,Current,385236.55,Closed,23-05-2022,B009
A00295,C04867,Savings,416978.79,Closed,01-11-2023,B045
A00296,C04652,Savings,133206.7,Active,15-02-2025,B032
A00297,C09329,Savings,109213.32,Active,04-07-2023,B007
A00298,C04390,Savings,472271.87,Closed,14-10-2024,B001
A00299,C08426,Savings,127091.84,Closed,05-06-2021,B010
A00300,C07614,Savings,176811.55,Active,03-06-2024,B029
A00301,C02097,Current,294130.9,Active,23-10-2025,B022
A00302,C06768,Current,148221.2,Closed,08-10-2024,B023
A00303,C07198,Current,342997.14,Closed,29-05-2022,B015
A00304,C09143,Savings,350909.57,Active,12-07-2022,B039
A00305,C06811,Savings,496094.08,Active,02-03-2023,B046
A00306,C05817,Current,295242.95,Closed,12-10-2024,B022
A00307,C10618,Savings,241628.73,Active,08-09-2021,B028
A00308,C01741,Current,483528.23,Closed,05-10-2024,B005
A00309,C07438,Current,243721.63,Active,27-07-2024,B025
A00310,C04295,Current,149691.79,Closed,10-01-2025,B025
A00311,C06406,Savings,139963.89,Closed,25-09-2022,B021
A00312,C08361,Savings,201620.08,Closed,21-05-2023,B044
A00313,C08272,Savings,409642.34,Active,22-09-2021,B041
A00314,C03893,Savings,49514.86,Active,29-10-2022,B040
A00315,C03522,Current,253276.96,Closed,15-02-2022,B023
A00316,C07342,Savings,257433.38,Active,28-01-2026,B008
A00317,C02777,Savings,332352.93,Closed,30-06-2023,B010
A00318,C06580,Savings,403268.48,Closed,30-06-2023,B041
A00319,C08192,Savings,230837.23,Active,24-06-2025,B041
A00320,C04054,Savings,106393.81,Closed,14-10-2024,B011
A00321,C04474,Savings,160145.59,Closed,14-10-2024,B045
A00322,C07319,Current,206904.9,Closed,17-05-2021,B008
A00323,C09255,Current,409078.51,Active,25-11-2023,B030
A00324,C04797,Current,368594.36,Closed,31-05-2022,B001
A00325,C01317,Savings,495269.15,Closed,31-10-2022,B009
A00326,C02636,Current,301028.64,Closed,10-10-2024,B042
A00327,C01235,Current,58049.54,Active,19-06-2025,B006
A00328,C11194,Savings,180423.54,Closed,15-01-2025,B022
A00329,C07136,Savings,449803.93,Closed,12-09-2022,B002
A00330,C09407,Savings,254204.89,Closed,24-04-2024,B006
A00331,C07908,Savings,245537.93,Active,19-08-2022,B048
A00332,C02468,Savings,122636.64,Active,27-07-2023,B045
A00333,C06036,Current,228902.41,Active,28-02-2022,B048
A00334,C04271,Savings,468089.29,Closed,08-02-2025,B041
A00335,C10114,Savings,79145.39,Active,19-04-2025,B002
A00336,C06482,Current,195088.64,Closed,20-08-2021,B035
A00337,C10432,Savings,138073.29,Active,08-08-2022,B044
A00338,C05536,Savings,445930.35,Active,10-08-2025,B016
A00339,C07660,Savings,43039.56,Active,31-07-2023,B022
A00340,C03744,Savings,72847.28,Active,05-01-2024,B040
A00341,C07714,Savings,484218.36,Active,01-03-2025,B011
A00342,C01859,Savings,74703.74,Closed,28-12-2022,B034
A00343,C11760,Savings,338030.94,Active,29-06-2025,B010
A00344,C03858,Savings,372391.19,Closed,16-10-2021,B045
A00345,C11768,Current,306633.74,Active,31-03-2024,B004
A00346,C01826,Savings,38537.55,Closed,16-05-2021,B024
A00347,C08654,Savings,165909.21,Active,30-08-2025,B037
A00348,C05086,Savings,115187.35,Closed,08-06-2021,B003
A00349,C07817,Savings,394287.85,Active,05-12-2024,B040
A00350,C07658,Current,95887.91,Active,01-03-2026,B040
A00351,C08621,Savings,379291.22,Closed,02-09-2023,B044
A00352,C04380,Current,233025.89,Active,02-09-2024,B002
A00353,C00441,Savings,86714.57,Closed,29-10-2021,B038
A00354,C02905,Savings,196465.59,Closed,31-12-2021,B015
A00355,C09604,Current,466378.47,Closed,17-09-2025,B007
A00356,C00812,Current,416242.12,Closed,29-12-2023,B004
A00357,C02499,Savings,297414.54,Active,02-02-2023,B002
A00358,C01181,Current,116921.56,Closed,21-12-2022,B018
A00359,C10675,Savings,203171.35,Active,16-12-2022,B024
A00360,C06315,Current,170072.27,Active,07-03-2022,B047
A00361,C03787,Current,382386.46,Closed,28-06-2021,B019
A00362,C02601,Current,332564.74,Active,26-09-2022,B039
A00363,C03614,Current,138069.36,Closed,19-05-2025,B021
A00364,C02505,Savings,93785.11,Closed,01-02-2025,B025
A00365,C09886,Current,215690.19,Closed,08-02-2024,B012
A00366,C10234,Current,398148.89,Active,28-05-2021,B012
A00367,C02127,Savings,36344.1,Active,16-01-2026,B048
A00368,C03484,Savings,439897.35,Closed,26-11-2024,B039
A00369,C06279,Savings,105063.97,Active,11-11-2025,B019
A00370,C99999,Current,186730.58,Active,19-04-2024,B045
A00371,C99999,Savings,-321649.64,Active,13-06-2021,B000
A00372,C00542,Savings,113448.03,Closed,27-12-2025,B038
A00373,C03846,Current,332178.65,Active,03-09-2023,B043
A00374,C05216,Current,3530.37,Active,02-03-2026,B012
A00375,C08700,Current,150979.39,Closed,07-09-2021,B004
A00376,C02720,Current,379885.05,Closed,19-09-2022,B033
A00377,C02490,Current,261381.34,Closed,22-12-2025,B025
A00378,C10937,Current,18569.18,Active,02-11-2024,B035
A00379,C00062,Savings,260066.86,Active,01-12-2024,B027
A00380,C07164,Savings,345795.22,Closed,11-08-2022,B039
A00381,C04837,Savings,390840.49,Closed,10-12-2021,B009
A00382,C06223,Savings,1835.7,Closed,03-10-2024,B048
A00383,C09563,Current,239458.09,Active,25-03-2023,B033
A00384,C11358,Current,171366.78,Active,23-12-2024,B041
A00385,C08959,Savings,169859.06,Active,11-05-2024,B041
A00386,C02634,Savings,419081.79,Closed,17-02-2022,B049
A00387,C09335,Current,306838.82,Active,05-06-2022,B003
A00388,C02875,Current,324533.63,Closed,17-08-2023,B029
A00389,C11524,Current,28673.44,Active,20-10-2021,B011
A00390,C02449,Savings,141939.05,Active,16-06-2025,B048
A00391,C06838,Current,97833.89,Active,02-04-2025,B021
A00392,C08375,Savings,110242.02,Active,31-03-2025,B017
A00393,C00095,Savings,102864.14,Active,28-12-2025,B029
A00394,C05690,Current,381519.66,Active,22-05-2024,B002
A00395,C01276,Current,206425.96,Active,04-09-2022,B030
A00396,C08615,Current,204392.15,Closed,07-05-2023,B014
A00397,C01035,Current,378870.46,Active,01-01-2025,B024
A00398,C08212,Savings,488187.7,Closed,15-07-2024,B002
A00399,C05125,Current,366456.68,Closed,19-06-2025,B021
A00400,C04954,Current,494146.05,Closed,01-03-2024,B025
A00401,C11074,Savings,484932.39,Closed,08-03-2026,B024
A00402,C08533,Savings,310047.35,Closed,27-07-2022,B003
A00403,C09362,Savings,422200.05,Active,20-01-2026,B041
A00404,C05057,Savings,245535.23,Active,03-09-2023,B023
A00405,C03360,Savings,485741.38,Closed,30-11-2022,B026
A00406,C04550,Savings,327005.19,Active,01-09-2025,B048
A00407,C07303,Savings,245248.19,Closed,15-03-2022,B035
A00408,C10995,Current,351582.5,Active,10-08-2024,B030
A00409,C00143,Current,257216.3,Active,16-07-2021,B040
A00410,C10290,Savings,191091,Active,05-05-2021,B008
A00411,C10600,Current,288005.44,Active,15-07-2021,B011
A00412,C03331,Current,385783.13,Active,06-01-2023,B047
A00413,C06068,Savings,193960.54,Active,17-04-2026,B002
A00414,C01825,Savings,353736.39,Closed,03-03-2024,B021
A00415,C11953,Savings,166062.39,Closed,24-02-2024,B004
A00416,C00110,Savings,-230767.71,Closed,19-04-2026,B048
A00417,C07982,Savings,431455.82,Active,15-04-2022,B046
A00418,C02809,Savings,104010.43,Closed,04-09-2025,B006
A00419,C03192,Current,437957.18,Active,31-12-2023,B011
A00420,C10450,Savings,283394.07,Active,30-06-2021,B000
A00421,C09521,Current,469184.97,Closed,08-01-2024,B045
A00422,C09317,Savings,196251.17,Closed,29-05-2025,B012
A00423,C10953,Current,350176.55,Closed,20-01-2024,B033
A00424,C01512,Current,94452.45,Closed,18-09-2023,B038
A00425,C03763,Savings,161547.92,Active,17-01-2023,B020
A00426,C09670,Savings,165851.03,Closed,17-03-2026,B018
A00427,C05817,Savings,192223.17,Active,30-05-2023,B017
A00428,C04461,Current,24785.28,Closed,18-09-2023,B028
A00429,C05649,Savings,110201.87,Closed,30-10-2023,B048
A00430,C01154,Current,304907.61,Active,26-08-2021,B049
A00431,C99999,Current,288487.21,Closed,17-09-2025,B047
A00432,C08970,Current,336212.16,Active,22-09-2025,B004
A00433,C06794,Savings,-380800.64,Active,14-03-2026,B005
A00434,C00022,Current,21969.81,Closed,21-07-2025,B036
A00435,C05414,Current,-415913.3,Active,17-02-2023,B035
A00436,C11305,Current,395026.37,Closed,28-11-2022,B007
A00437,C08240,Savings,423249.12,Active,17-05-2021,B001
A00438,C08734,Current,338160.49,Closed,30-10-2025,B034
A00439,C08683,Savings,298773.86,Active,23-04-2023,B007
A00440,C03559,Current,128541.35,Active,03-03-2023,B000
A00441,C01830,Current,245384.9,Closed,30-09-2021,B027
A00442,C09163,Savings,465369.62,Active,10-04-2022,B024
A00443,C01261,Savings,350611.31,Active,05-07-2022,B016
A00444,C07014,Current,167395.87,Active,09-10-2023,B036
A00445,C08474,Savings,369304.79,Active,07-11-2024,B022
A00446,C03174,Current,364761.79,Closed,25-12-2021,B019
A00447,C05676,Savings,412735.11,Active,24-09-2025,B037
A00448,C08408,Current,129899.04,Active,26-04-2022,B006
A00449,C03847,Current,425067.56,Closed,16-06-2021,B022
A00450,C01654,Savings,-338497,Active,31-01-2024,B047
A00451,C06536,Current,103555.11,Closed,08-07-2024,B004
A00452,C01090,Current,262754.89,Closed,30-09-2025,B031
A00453,C01504,Current,390272.58,Active,21-05-2025,B012
A00454,C00173,Current,-100207.31,Active,13-11-2024,B004
A00455,C10364,Savings,401987.12,Closed,12-02-2022,B006
A00456,C07160,Current,309586.44,Closed,11-11-2023,B041
A00457,C02003,Current,23904.73,Active,21-10-2022,B033
A00458,C10871,Savings,389393.29,Active,08-07-2025,B003
A00459,C06565,Current,345994.61,Closed,20-08-2023,B029
A00460,C00442,Savings,130046.12,Active,06-04-2026,B031
A00461,C00054,Current,44078.04,Active,14-11-2022,B009
A00462,C04696,Savings,98165.21,Active,27-10-2025,B045
A00463,C03903,Current,397700.58,Active,28-09-2025,B032
