txn_id,account_id,txn_date,txn_type,amount,channel
T005204,A99999,21-05-2024,Debit,47832.14,IMPS
T005227,A99999,15-01-2026,Credit,62800.38,NEFT
T005279,A99999,16-04-2026,Debit,52045.71,ATM
T005301,A99999,09-03-2025,Credit,93921.16,IMPS
T005322,A99999,13-08-2024,Debit,35038.81,IMPS
T005360,A99999,22-01-2025,Debit,56031.37,NEFT
T005411,A99999,07-11-2025,Debit,45616.62,IMPS
T005464,A99999,01-12-2025,Debit,65278.87,UPI
T005495,A99999,09-06-2025,Credit,37059.7,NEFT
T005507,A99999,27-07-2024,Debit,98540.05,ATM
T005535,A99999,18-01-2026,Credit,61017.53,UPI
T005551,A99999,07-05-2025,Credit,53888.99,UPI
T005561,A99999,28-05-2024,Debit,18131.86,UPI
T005660,A99999,02-07-2024,Debit,88967.15,IMPS
T005678,A99999,22-04-2026,Debit,59895.12,IMPS
T005702,A99999,06-10-2024,Debit,1257.4,UPI
T005729,A99999,02-06-2025,Debit,17788.14,UPI
T005736,A99999,01-05-2025,Credit,54657.51,ATM
T005858,A99999,30-06-2024,Credit,84365.23,UPI
T005990,A99999,02-03-2026,Debit,79695.63,ATM
T006079,A99999,07-08-2025,Credit,98180.4,NEFT
T006170,A99999,14-07-2025,Credit,90209.21,IMPS
T006312,A99999,12-03-2025,Debit,32214.88,IMPS
T006349,A99999,31-05-2025,Credit,42480.52,UPI
T006381,A99999,18-08-2024,Credit,9671.2,ATM
T006415,A99999,18-06-2025,Credit,36639.24,IMPS
T006446,A99999,17-03-2026,Debit,87983.9,UPI
T006466,A99999,03-03-2025,Debit,85874.84,UPI
T006473,A99999,10-04-2025,Credit,69355.78,NEFT
T006497,A99999,17-03-2026,Credit,74478.98,NEFT
T006545,A99999,06-02-2025,Credit,4292.41,ATM
T006624,A99999,03-08-2025,Debit,60941.87,NEFT
T006655,A99999,13-04-2025,Debit,54012.21,NEFT
T006699,A99999,21-06-2024,Debit,4811.24,UPI
T006717,A99999,24-02-2025,Credit,93420.33,NEFT
T006729,A99999,26-08-2025,Debit,13798.0,ATM
T006740,A99999,09-03-2025,Credit,28332.74,NEFT
T006787,A99999,19-04-2026,Debit,32178.26,ATM
T006801,A99999,30-10-2024,Credit,19299.63,IMPS
T006829,A99999,19-01-2025,Credit,58645.97,IMPS
T006872,A99999,09-08-2025,Debit,15114.3,NEFT
T006881,A99999,07-09-2024,Credit,84739.08,NEFT
T006922,A99999,25-04-2026,Debit,12532.68,NEFT
T007017,A99999,16-12-2025,Credit,1684.21,UPI
T007083,A99999,02-06-2024,Credit,90525.1,NEFT
T007105,A99999,05-10-2025,Credit,35858.24,UPI
T007108,A99999,02-02-2025,Debit,98992.58,IMPS
T007183,A99999,24-04-2026,Credit,29136.08,IMPS
T007194,A99999,18-03-2026,Credit,15891.19,NEFT
T007196,A99999,27-04-2024,Credit,43957.81,IMPS
T007202,A99999,25-03-2025,Credit,62062.43,UPI
T007255,A99999,13-06-2025,Credit,42442.15,ATM
T007372,A99999,19-03-2025,Credit,30689.36,ATM
T007378,A99999,04-03-2025,Credit,75452.72,NEFT
T007417,A99999,23-01-2025,Debit,55925.01,IMPS
T007434,A99999,14-09-2025,Debit,84348.4,UPI
T007520,A99999,08-03-2025,Credit,65401.65,UPI
T007522,A99999,30-01-2025,Credit,3524.9,UPI
T007549,A99999,06-08-2024,Debit,27715.43,NEFT
T007590,A99999,03-10-2025,Debit,9125.45,ATM
T007647,A99999,09-06-2025,Debit,449.98,IMPS
T007686,A99999,02-01-2025,Debit,90144.34,NEFT
T007771,A99999,06-06-2024,Credit,29676.28,UPI
T007847,A99999,02-06-2024,Debit,80045.84,IMPS
T007850,A99999,20-11-2025,Credit,68728.62,ATM
T007917,A99999,05-09-2025,Debit,8789.55,ATM
T007970,A99999,24-08-2025,Credit,10952.89,NEFT
T007981,A99999,20-10-2024,Debit,34097.87,UPI
T008033,A99999,30-07-2025,Credit,80554.07,ATM
T008078,A99999,28-07-2024,Debit,12761.98,UPI
T008193,A99999,09-04-2026,Credit,73540.02,UPI
T008199,A99999,06-12-2024,Credit,38723.88,UPI
T008278,A99999,09-07-2025,Credit,62211.86,IMPS
T008394,A99999,21-06-2025,Debit,94698.12,IMPS
T008478,A99999,17-11-2025,Debit,39.13,NEFT
T008503,A99999,08-08-2024,Debit,67771.01,IMPS
T008609,A99999,27-04-2024,Credit,7339.72,NEFT
T008646,A99999,09-01-2026,Debit,67376.38,ATM
T008670,A99999,19-07-2024,Credit,72329.79,ATM
T008704,A99999,12-05-2024,Debit,74211.99,ATM
T008991,A99999,23-07-2024,Debit,51590.32,UPI
T009040,A99999,01-01-2026,Credit,40050.5,UPI
T009304,A99999,23-02-2025,Credit,6698.92,ATM
T009324,A99999,24-01-2026,Debit,72473.38,NEFT
T009349,A99999,22-05-2024,Debit,40919.66,ATM
T009359,A99999,12-05-2024,Debit,73853.31,ATM
T009394,A99999,08-01-2026,Credit,73596.53,UPI
T009472,A99999,28-01-2026,Credit,25709.75,IMPS
T009568,A99999,14-09-2025,Debit,525.88,NEFT
T009617,A99999,10-05-2025,Debit,46892.21,IMPS
T009618,A99999,05-09-2024,Debit,23779.41,IMPS
T009623,A99999,16-04-2025,Credit,13333.91,ATM
T009647,A99999,06-03-2025,Debit,92771.02,ATM
T009658,A99999,01-11-2024,Credit,50000.57,NEFT
T009717,A99999,07-11-2025,Credit,94155.37,IMPS
T009730,A99999,04-04-2025,Debit,38915.19,IMPS
T009743,A99999,11-10-2024,Debit,62132.57,NEFT
T009767,A99999,02-11-2024,Credit,64431.12,NEFT
T009832,A99999,30-10-2025,Debit,32228.71,ATM
T009919,A99999,20-10-2024,Debit,86512.2,UPI
T009929,A99999,20-01-2025,Debit,16236.36,IMPS
T009946,A99999,01-09-2025,Debit,36221.1,ATM
T009947,A99999,28-01-2026,Debit,-44623.41,UPI
T009950,A99999,01-05-2025,Debit,-748.47,NEFT
T009964,A99999,01-03-2025,Debit,14642.59,IMPS
T009983,A99999,29-06-2025,Debit,64760.85,NEFT
T010012,A99999,08-02-2025,Debit,24389.73,UPI
T010013,A99999,21-11-2025,Debit,25650.31,ATM
T010032,A99999,11-08-2025,Debit,30168.32,IMPS
T010069,A99999,22-05-2025,Debit,15775.73,NEFT
T010096,A99999,20-11-2025,Debit,58510.65,NEFT
T010123,A99999,07-02-2025,Debit,84533.93,UPI
T010164,A99999,03-01-2025,Credit,18981.4,ATM
T010216,A99999,06-07-2025,Credit,-12452.07,ATM
T010253,A99999,01-11-2025,Debit,31173.99,ATM
T010356,A99999,08-02-2025,Credit,37767.71,NEFT
T010374,A99999,03-11-2025,Debit,7460.12,NEFT
T010440,A99999,02-09-2025,Debit,68966.91,UPI
T010483,A99999,09-08-2025,Credit,74913.5,ATM
T010586,A99999,28-10-2024,Credit,25260.71,UPI
T010626,A99999,03-03-2025,Credit,80253.79,NEFT
T010644,A99999,20-09-2025,Debit,3723.93,IMPS
T010679,A99999,06-06-2025,Debit,71371.18,IMPS
T010787,A99999,16-09-2024,Debit,46546.08,IMPS
T010789,A99999,27-06-2024,Credit,22976.29,ATM
T010875,A99999,17-06-2025,Credit,289.62,IMPS
T010916,A99999,13-11-2024,Debit,83145.01,ATM
T010940,A99999,14-01-2026,Debit,80193.75,NEFT
T010969,A99999,14-02-2025,Credit,92603.37,UPI
T010976,A99999,06-06-2025,Credit,48183.38,NEFT
T011022,A99999,20-03-2026,Credit,64657.48,IMPS
T011059,A99999,18-08-2025,Credit,10795.04,ATM
T011064,A99999,11-11-2024,Credit,36914.18,ATM
T011100,A99999,19-04-2026,Debit,84085.99,UPI
T011169,A99999,15-10-2024,Debit,32118.66,IMPS
T011181,A99999,11-08-2025,Debit,25903.93,NEFT
T011339,A99999,29-04-2025,Debit,43373.85,ATM
T011361,A99999,04-01-2026,Credit,27884.99,IMPS
T011394,A99999,07-05-2024,Credit,47451.36,NEFT
T011409,A99999,12-12-2025,Credit,40209.71,UPI
T011415,A99999,07-01-2025,Credit,22651.67,ATM
T011461,A99999,26-07-2025,Credit,44309.16,IMPS
T011505,A99999,12-08-2024,Credit,8627.34,UPI
T011524,A99999,12-01-2026,Credit,47599.34,UPI
T011535,A99999,19-09-2025,Credit,44779.13,UPI
T011570,A99999,25-11-2024,Debit,61728.66,ATM
T011602,A99999,28-02-2026,Debit,38202.0,NEFT
T011616,A99999,12-09-2024,Debit,46961.77,NEFT
T011623,A99999,05-12-2024,Credit,88713.42,IMPS
T011640,A99999,03-11-2024,Credit,51774.98,ATM
T011655,A99999,30-05-2025,Debit,-154.79,ATM
T011691,A99999,03-12-2024,Credit,61743.26,UPI
T011731,A99999,22-12-2025,Debit,73264.3,IMPS
T011788,A99999,08-02-2025,Debit,19755.85,UPI
T011803,A99999,09-05-2024,Debit,41197.99,IMPS
T011817,A99999,10-02-2025,Debit,81743.7,ATM
T011857,A99999,18-11-2024,Credit,60823.66,NEFT
T012163,A99999,28-03-2026,Credit,58826.53,IMPS
T012185,A99999,20-05-2024,Debit,1382.31,NEFT
T012187,A99999,22-04-2025,Debit,93647.29,NEFT
T012191,A99999,06-01-2026,Credit,83042.03,IMPS
T012226,A99999,27-10-2025,Credit,98391.73,ATM
T012230,A99999,10-10-2024,Debit,24006.75,IMPS
T012286,A99999,21-11-2024,Credit,35400.96,IMPS
T012325,A99999,18-04-2026,Debit,19207.62,ATM
T012356,A99999,17-05-2024,Credit,58720.05,ATM
T012384,A99999,25-03-2025,Debit,35512.11,ATM
T012440,A99999,24-06-2024,Credit,23727.46,NEFT
T012620,A99999,10-03-2025,Credit,55397.66,UPI
T012640,A99999,03-02-2026,Credit,89835.85,IMPS
T012711,A99999,14-12-2025,Credit,1313.77,ATM
T012718,A99999,04-08-2024,Credit,95538.82,ATM
T012777,A99999,22-10-2025,Debit,41036.76,UPI
T012807,A99999,13-03-2026,Credit,58653.9,UPI
T012865,A99999,11-09-2025,Credit,85766.41,NEFT
T012897,A99999,08-10-2025,Credit,98707.2,UPI
T013008,A99999,13-03-2025,Credit,68665.05,UPI
T013061,A99999,14-11-2024,Debit,64413.59,UPI
T013211,A99999,23-11-2025,Debit,45945.52,UPI
T013236,A99999,22-07-2025,Credit,67278.08,NEFT
T013319,A99999,28-08-2024,Credit,89560.01,NEFT
T013463,A99999,22-10-2025,Debit,55190.53,UPI
T013511,A99999,10-10-2024,Debit,95067.17,ATM
T013560,A99999,10-06-2025,Debit,8197.62,UPI
T013577,A99999,10-04-2025,Debit,49769.89,ATM
T013628,A99999,05-02-2025,Debit,39372.63,NEFT
T013634,A99999,25-07-2025,Credit,89003.9,ATM
T013825,A99999,19-03-2026,Debit,79120.12,UPI
T014007,A99999,08-03-2026,Credit,75017.31,NEFT
T014027,A99999,21-01-2025,Debit,54625.23,ATM
T014075,A99999,26-04-2025,Credit,35717.29,UPI
T014092,A99999,01-06-2024,Credit,61076.78,ATM
T014158,A99999,25-07-2024,Credit,96759.31,IMPS
T014169,A99999,11-05-2024,Credit,65018.33,IMPS
T014205,A99999,24-12-2024,Debit,80506.0,ATM
T014297,A99999,25-03-2025,Debit,76270.02,UPI
T014375,A99999,02-02-2026,Debit,65335.07,NEFT
T014387,A99999,10-10-2025,Debit,4017.27,IMPS
T014505,A99999,03-11-2024,Debit,56975.52,IMPS
T014585,A99999,28-10-2024,Debit,23077.77,NEFT
T014600,A99999,01-12-2025,Debit,12919.49,IMPS
T014681,A99999,07-07-2025,Debit,89825.98,NEFT
T014698,A99999,08-08-2025,Credit,69587.8,NEFT
T014733,A99999,15-06-2025,Credit,-55569.38,UPI
T014760,A99999,21-06-2024,Credit,71989.1,ATM
T014796,A99999,28-06-2024,Credit,92712.06,UPI
T014862,A99999,11-03-2025,Credit,47675.05,UPI
T015052,A99999,24-12-2025,Debit,36909.36,ATM
T015167,A99999,19-10-2024,Debit,76557.71,UPI
T015333,A99999,17-09-2025,Debit,74129.24,NEFT
T015372,A99999,27-02-2025,Credit,65775.59,IMPS
T015376,A99999,06-08-2024,Credit,2083.51,UPI
T015430,A99999,21-10-2025,Credit,92645.19,UPI
T015437,A99999,10-05-2025,Credit,2410.42,NEFT
T015482,A99999,08-08-2024,Debit,21295.29,ATM
T015539,A99999,17-02-2025,Debit,19555.46,ATM
T015542,A99999,19-07-2024,Credit,-80178.62,IMPS
T015590,A99999,04-09-2025,Debit,1432.5,ATM
T015627,A99999,26-06-2025,Credit,37807.94,NEFT
T015651,A99999,19-11-2025,Debit,96810.1,NEFT
T015652,A99999,05-04-2026,Debit,86056.48,NEFT
T015833,A99999,25-07-2024,Debit,49141.1,ATM
T015851,A99999,24-03-2025,Debit,1030.07,NEFT
T015966,A99999,09-05-2024,Debit,50077.35,ATM
T015999,A99999,24-01-2026,Credit,91483.66,NEFT
T016012,A99999,06-09-2024,Debit,70176.73,UPI
T016082,A99999,21-07-2025,Debit,50379.09,ATM
T016137,A99999,26-01-2025,Credit,96379.37,ATM
T016188,A99999,06-06-2024,Debit,54260.42,ATM
T016290,A99999,09-09-2025,Debit,20780.0,UPI
T016306,A99999,02-11-2024,Credit,60014.4,UPI
T016313,A99999,20-09-2024,Debit,31567.49,NEFT
T016321,A99999,17-03-2026,Credit,16091.53,NEFT
T016405,A99999,01-08-2025,Credit,34609.49,NEFT
T016473,A99999,22-07-2024,Credit,47314.88,ATM
T016506,A99999,23-08-2024,Debit,73138.58,IMPS
T016533,A99999,06-12-2025,Credit,28192.53,ATM
T016555,A99999,19-05-2025,Credit,94608.79,IMPS
T016639,A99999,23-12-2024,Debit,64057.12,IMPS
T016658,A99999,10-05-2024,Credit,-93086.12,NEFT
T016660,A99999,28-07-2025,Debit,19014.91,IMPS
T016719,A99999,02-02-2026,Debit,42510.5,IMPS
T016763,A99999,26-11-2025,Debit,67596.51,ATM
T016793,A99999,18-02-2025,Debit,34863.1,IMPS
T016844,A99999,26-10-2024,Credit,79262.96,IMPS
T016994,A99999,27-04-2026,Credit,64280.49,ATM
T017034,A99999,28-07-2025,Debit,17147.39,ATM
T017067,A99999,28-03-2026,Debit,44846.64,ATM
T017089,A99999,30-03-2026,Debit,22378.86,IMPS
T017119,A99999,08-01-2025,Credit,26812.5,IMPS
T017156,A99999,14-11-2025,Credit,14415.3,IMPS
T017172,A99999,17-03-2026,Debit,19707.57,ATM
T017182,A99999,27-01-2026,Credit,25225.38,IMPS
T017186,A99999,06-07-2025,Credit,36237.61,IMPS
T017372,A99999,13-07-2025,Debit,14639.81,ATM
T017445,A99999,18-06-2024,Credit,1084.11,UPI
T017517,A99999,25-03-2025,Debit,75821.28,IMPS
T017573,A99999,21-02-2026,Credit,95634.55,ATM
T017581,A99999,09-09-2025,Credit,52077.73,NEFT
T017596,A99999,06-11-2024,Credit,35651.56,NEFT
T017604,A99999,09-07-2024,Debit,44950.57,NEFT
T017642,A99999,30-03-2026,Credit,95528.83,NEFT
T017744,A99999,25-03-2026,Debit,6195.99,IMPS
T017759,A99999,21-05-2024,Debit,49636.67,NEFT
T017773,A99999,19-09-2025,Debit,52715.42,ATM
T017811,A99999,15-10-2025,Debit,39487.2,UPI
T017853,A99999,21-06-2025,Debit,83887.16,UPI
T017882,A99999,11-05-2025,Debit,67310.98,ATM
T017968,A99999,06-07-2024,Debit,25896.52,IMPS
T017989,A99999,15-11-2025,Debit,30186.33,ATM
T018028,A99999,27-10-2025,Debit,31390.92,IMPS
T018066,A99999,07-08-2024,Credit,46819.63,NEFT
T018169,A99999,12-05-2024,Credit,90495.49,UPI
T018275,A99999,12-01-2026,Credit,88865.18,IMPS
T018349,A99999,08-08-2025,Credit,89403.88,UPI
T018352,A99999,11-10-2025,Debit,7009.97,NEFT
T018375,A99999,14-04-2026,Credit,46112.28,UPI
T018393,A99999,03-01-2026,Credit,48090.76,ATM
T018396,A99999,14-12-2025,Debit,94888.81,IMPS
T018407,A99999,03-05-2025,Debit,76118.43,ATM
T018468,A99999,27-07-2025,Debit,105.06,ATM
T018500,A99999,31-10-2024,Credit,77244.39,UPI
T018595,A99999,03-01-2025,Credit,17092.21,ATM
T018625,A99999,09-11-2025,Debit,85215.99,NEFT
T018689,A99999,05-12-2024,Debit,67574.89,NEFT
T018710,A99999,16-08-2025,Credit,94213.67,IMPS
T018785,A99999,08-02-2025,Debit,93365.38,ATM
T018858,A99999,05-07-2024,Credit,36109.04,NEFT
T018882,A99999,27-08-2024,Debit,26599.32,NEFT
T018910,A99999,11-05-2025,Credit,27741.46,UPI
T019059,A99999,03-10-2025,Credit,68074.24,IMPS
T019076,A99999,21-02-2025,Credit,36522.36,ATM
T019127,A99999,27-04-2025,Credit,73612.16,IMPS
T019138,A99999,06-12-2025,Debit,28274.82,NEFT
T019186,A99999,30-10-2024,Credit,18924.56,UPI
T019255,A99999,19-07-2025,Credit,11358.69,UPI
T019263,A99999,15-01-2025,Credit,38891.92,NEFT
T019286,A99999,13-09-2025,Debit,57689.63,NEFT
T019513,A99999,10-08-2025,Credit,7864.16,NEFT
T019558,A99999,13-09-2024,Debit,48430.73,ATM
T019591,A99999,26-02-2026,Debit,4834.36,IMPS
T019594,A99999,25-01-2026,Debit,1814.51,ATM
T019640,A99999,14-01-2026,Debit,95726.16,UPI
T019661,A99999,26-01-2026,Debit,83033.18,UPI
T019706,A99999,18-03-2025,Credit,35995.42,IMPS
T019776,A99999,21-01-2026,Credit,99029.67,ATM
T019788,A99999,09-12-2024,Credit,13871.49,UPI
T019895,A99999,19-08-2025,Credit,73231.67,ATM
T020007,A99999,31-07-2024,Debit,86929.15,UPI
T020124,A99999,18-10-2024,Credit,42902.03,NEFT
T020160,A99999,06-05-2025,Credit,86079.28,NEFT
T020201,A99999,20-10-2024,Debit,79318.31,ATM
T020219,A99999,31-01-2025,Debit,19985.94,ATM
T020235,A99999,11-10-2025,Credit,71682.38,ATM
T020322,A99999,20-12-2025,Credit,450.81,UPI
T020343,A99999,14-12-2025,Debit,-28538.17,ATM
T020378,A99999,01-12-2025,Credit,34485.97,IMPS
T020387,A99999,19-11-2024,Debit,57777.61,IMPS
T020461,A99999,08-07-2025,Credit,77347.83,ATM
T020512,A99999,28-02-2026,Debit,42354.44,ATM
T020596,A99999,01-07-2024,Credit,70913.65,UPI
T020597,A99999,15-07-2025,Credit,23830.68,NEFT
T020699,A99999,20-02-2025,Debit,67987.48,UPI
T020707,A99999,03-11-2025,Credit,81299.48,ATM
T020729,A99999,18-02-2025,Debit,98054.55,IMPS
T020735,A99999,03-10-2024,Credit,86883.11,IMPS
T020868,A99999,13-02-2026,Credit,37972.72,UPI
T020882,A99999,29-08-2025,Credit,57556.79,NEFT
T020974,A99999,08-03-2025,Debit,22535.42,UPI
T021014,A99999,28-09-2024,Debit,50800.46,UPI
T021021,A99999,03-09-2024,Debit,55557.1,NEFT
T021217,A99999,20-11-2025,Debit,70059.69,IMPS
T021234,A99999,27-03-2026,Debit,66134.77,ATM
T021262,A99999,12-02-2025,Debit,81397.18,ATM
T021384,A99999,25-01-2026,Credit,54344.47,IMPS
T021419,A99999,08-12-2025,Debit,18604.85,UPI
T021474,A99999,17-04-2025,Debit,17315.51,UPI
T021508,A99999,25-04-2025,Debit,47363.24,IMPS
T021530,A99999,10-09-2024,Debit,90344.22,IMPS
T021755,A99999,24-06-2025,Debit,55034.68,ATM
T021855,A99999,27-10-2024,Debit,58741.56,UPI
T021875,A99999,27-07-2025,Credit,31321.91,IMPS
T021948,A99999,05-04-2026,Credit,47353.95,ATM
T021953,A99999,25-06-2024,Credit,43892.32,IMPS
T021971,A99999,04-01-2025,Credit,42974.1,NEFT
T022033,A99999,27-02-2026,Credit,85862.96,UPI
T022036,A99999,24-02-2025,Credit,5619.35,IMPS
T022077,A99999,03-09-2024,Debit,68063.19,ATM
T022142,A99999,23-03-2026,Credit,40057.4,UPI
T022168,A99999,21-04-2026,Credit,22941.49,ATM
T022177,A99999,06-12-2025,Credit,22100.46,UPI
T022194,A99999,15-11-2024,Debit,27269.91,NEFT
T022210,A99999,05-04-2025,Credit,90391.82,UPI
T022259,A99999,21-08-2024,Debit,10361.29,UPI
T022290,A99999,17-01-2026,Debit,28584.05,IMPS
T022361,A99999,24-07-2024,Debit,31386.77,UPI
T022368,A99999,05-05-2024,Credit,82641.45,NEFT
T022467,A99999,14-04-2026,Debit,34283.82,IMPS
T022478,A99999,19-08-2025,Debit,1836.59,NEFT
T022486,A99999,03-11-2024,Debit,98866.91,ATM
T022508,A99999,30-09-2024,Credit,47651.24,NEFT
T022510,A99999,18-06-2025,Credit,53237.01,NEFT
T022574,A99999,08-11-2024,Credit,82846.9,IMPS
T022590,A99999,14-10-2025,Debit,16217.93,ATM
T022603,A99999,22-09-2025,Debit,36880.9,UPI
T022633,A99999,28-01-2025,Debit,12575.8,ATM
T022723,A99999,12-07-2024,Debit,41064.82,NEFT
T022728,A99999,23-12-2024,Credit,80985.45,IMPS
T022813,A99999,08-10-2024,Credit,56180.6,NEFT
T022831,A99999,20-04-2026,Credit,1399.49,IMPS
T022881,A99999,29-01-2025,Debit,58468.67,UPI
T022896,A99999,23-02-2025,Debit,53047.52,IMPS
T022900,A99999,31-01-2025,Credit,41545.6,IMPS
T022916,A99999,08-12-2024,Credit,-88807.42,NEFT
T022963,A99999,27-05-2025,Debit,56643.23,UPI
T023090,A99999,24-08-2025,Debit,77864.89,ATM
T023129,A99999,18-08-2024,Debit,39196.64,UPI
T023166,A99999,21-07-2024,Credit,26662.2,IMPS
T023203,A99999,15-01-2025,Debit,86638.61,IMPS
T023218,A99999,14-10-2025,Credit,44526.67,IMPS
T023262,A99999,22-09-2024,Credit,21142.18,NEFT
T023272,A99999,16-07-2025,Credit,73406.13,UPI
T023274,A99999,26-02-2026,Credit,30522.55,IMPS
T023278,A99999,30-01-2026,Credit,18826.99,ATM
T023309,A99999,08-01-2026,Debit,89390.99,IMPS
