account_id,customer_id,account_type,balance,status,opened_date,branch_id
A00845,C03215,Current,417083.71,Closed,18-12-2022,B004
A00846,C02028,Current,6739.4,Closed,16-06-2021,B004
A00881,C02305,Savings,493692.42,Active,24-05-2021,B047
A00886,C03727,Current,367395.67,Active,10-08-2022,B029
A00889,C00681,Savings,438643.51,Closed,18-04-2025,B044
A00896,C04073,Savings,333157.62,Closed,18-01-2022,B024
A00918,C06905,Current,-382667.29,Active,15-01-2026,B016
A00919,C11890,Current,157551.02,Active,12-09-2025,B019
A00928,C10976,Current,454719.62,Active,17-04-2024,B035
A00933,C08277,Current,230915.44,Active,09-05-2024,B048
A00940,C03740,Savings,383284.43,Closed,31-05-2023,B020
A00964,C10341,Current,206892.29,Closed,24-02-2022,B012
A00969,C10199,Current,168565.94,Closed,02-06-2024,B040
A00976,C06016,Current,74459.0,Closed,24-04-2023,B034
A00990,C04389,Savings,218114.86,Active,14-04-2024,B004
A00997,C00910,Current,195172.5,Active,08-05-2024,B033
A00998,C01553,Savings,273290.69,Active,24-03-2023,B043
A01005,C03109,Savings,401984.2,Closed,28-01-2023,B012
A01014,C06500,Current,135455.6,Active,26-02-2022,B013
A01019,C07875,Current,123631.04,Closed,08-05-2022,B026
A01029,C03187,Current,203463.18,Closed,30-10-2023,B047
A01030,C11558,Current,310934.04,Closed,27-02-2025,B018
A01038,C09459,Current,350759.56,Active,22-01-2022,B032
A01041,C02661,Current,495429.61,Active,31-05-2023,B008
A01101,C03586,Savings,494702.4,Closed,01-09-2023,B017
A01106,C00324,Savings,346144.75,Active,10-12-2022,B015
A01111,C10581,Savings,33784.7,Closed,07-05-2023,B043
A01115,C06552,Savings,464509.3,Closed,27-02-2025,B004
A01127,C08569,Current,115283.78,Active,14-04-2025,B041
A01130,C99999,Current,191612.61,Closed,07-09-2023,B049
A01145,C03656,Current,7089.5,Closed,22-07-2024,B048
A01152,C07493,Current,116162.55,Active,13-02-2023,B009
A01153,C01480,Current,157076.34,Active,30-10-2021,B044
A01165,C04053,Current,198666.5,Active,19-03-2024,B011
A01169,C06799,Savings,98891.38,Active,09-09-2025,B005
A01175,C06225,Savings,125725.93,Closed,08-06-2021,B010
A01210,C03886,Current,131265.42,Active,04-01-2022,B029
A01216,C08360,Current,255097.46,Active,17-04-2024,B003
A01236,C06650,Current,46372.08,Active,21-02-2025,B031
A01255,C04500,Current,291916.03,Active,16-06-2024,B001
A01270,C09969,Savings,262584.68,Closed,04-07-2022,B013
A01275,C01334,Current,421427.51,Active,25-07-2024,B007
A01276,C11741,Savings,435236.28,Active,15-08-2024,B023
A01281,C07189,Savings,354707.21,Active,23-11-2023,B006
A01306,C04332,Current,84923.82,Active,25-03-2022,B019
A01322,C07849,Savings,159776.43,Active,02-09-2022,B010
A01334,C11494,Savings,296687.81,Closed,12-05-2021,B041
A01353,C09768,Current,479043.37,Active,03-12-2023,B017
A01363,C04765,Savings,239432.96,Active,01-05-2024,B033
A01388,C08614,Current,200389.08,Closed,26-12-2023,B044
A01391,C02667,Savings,325241.65,Active,21-12-2024,B036
A01401,C00778,Savings,445193.78,Active,27-08-2021,B035
A01422,C07269,Savings,497934.94,Active,21-06-2025,B031
A01426,C09865,Current,154600.04,Active,29-10-2025,B022
A01430,C00685,Savings,223792.65,Closed,07-01-2024,B048
A01440,C06853,Savings,53557.89,Active,07-04-2023,B031
A01443,C00203,Savings,86977.33,Active,10-01-2022,B018
A01479,C03586,Savings,499577.62,Closed,18-05-2023,B035
A01505,C09908,Savings,487926.04,Active,13-06-2024,B037
A01507,C06594,Savings,167858.84,Closed,11-08-2024,B004
A01529,C11749,Savings,11989.36,Active,07-07-2025,B048
A01565,C02603,Savings,411197.0,Closed,17-03-2023,B035
A01567,C06647,Current,457196.73,Closed,07-10-2024,B019
A01575,C09604,Savings,32282.35,Closed,11-07-2023,B040
A01588,C04793,Savings,368845.03,Closed,19-07-2021,B006
A01602,C01551,Current,153976.63,Closed,30-11-2025,B046
A01606,C09680,Current,461350.21,Closed,22-01-2024,B044
A01620,C10889,Savings,27019.06,Active,23-05-2023,B035
A01634,C09027,Savings,261679.61,Active,17-05-2022,B037
A01649,C10522,Current,200994.41,Closed,21-03-2025,B008
A01655,C09044,Savings,275086.38,Closed,18-06-2021,B037
A01662,C04760,Current,6143.53,Active,08-01-2024,B027
A01667,C06908,Savings,131538.14,Active,03-10-2025,B030
A01680,C07513,Savings,143460.72,Closed,18-10-2025,B043
A01692,C00568,Current,33138.47,Closed,05-07-2022,B024
A01696,C00484,Current,393615.81,Active,17-11-2022,B031
A01709,C02800,Savings,396135.07,Active,31-07-2025,B004
A01718,C05031,Current,83925.34,Closed,17-09-2021,B044
A01735,C00656,Current,19599.45,Closed,26-08-2023,B039
A01765,C11767,Savings,-343122.66,Active,27-04-2026,B010
A01783,C04308,Current,405980.18,Closed,28-02-2022,B004
A01795,C04921,Current,214447.2,Active,22-01-2023,B026
A01797,C05719,Savings,461615.24,Active,12-05-2023,B049
A01804,C07819,Current,316096.33,Active,22-05-2023,B014
A01820,C01031,Current,430005.49,Active,29-07-2024,B044
A01830,C11452,Current,233737.33,Active,09-02-2024,B002
A01845,C11428,Savings,339038.22,Active,14-05-2023,B031
A01850,C03046,Current,12022.88,Closed,20-02-2024,B014
A01867,C00349,Current,105528.07,Closed,28-10-2024,B003
A01891,C07995,Savings,131953.47,Closed,21-04-2026,B002
A01895,C05761,Current,270773.38,Closed,05-10-2023,B040
A01931,C10196,Savings,376075.81,Closed,05-06-2025,B029
A01962,C99999,Current,84241.68,Closed,17-07-2021,B044
A01968,C03453,Savings,188882.92,Active,24-11-2023,B029
A01981,C07065,Savings,-47246.68,Closed,29-04-2025,B008
A01996,C07059,Current,40991.18,Active,11-03-2024,B026
A02013,C07319,Savings,242769.36,Active,22-07-2023,B017
A02028,C00454,Savings,329643.34,Active,25-06-2024,B042
A02032,C08806,Savings,181138.52,Active,19-09-2022,B022
A02062,C08963,Current,256658.11,Closed,29-09-2022,B046
A02068,C02684,Savings,496578.13,Active,28-02-2023,B008
A02079,C04966,Savings,191365.99,Closed,30-12-2021,B020
A02132,C08212,Savings,3276.03,Active,14-01-2023,B003
A02133,C00193,Current,159248.34,Closed,27-06-2025,B028
A02173,C10892,Current,401770.65,Closed,12-10-2022,B006
A02184,C00207,Savings,404698.75,Active,14-05-2023,B007
A02195,C03734,Savings,215377.84,Closed,11-02-2025,B031
A02196,C10223,Savings,257839.14,Closed,31-03-2025,B040
A02207,C99999,Current,24600.32,Active,29-04-2023,B049
A02224,C09076,Current,184852.31,Closed,09-02-2024,B017
A02233,C10321,Current,44427.3,Active,09-05-2023,B018
A02249,C08396,Current,328097.79,Closed,08-07-2025,B030
A02257,C11765,Current,364542.94,Active,04-06-2023,B014
A02264,C03019,Current,190320.66,Active,26-02-2023,B024
A02270,C03483,Savings,493229.06,Active,27-07-2022,B026
A02280,C05677,Current,85936.81,Closed,29-03-2025,B023
A02297,C01508,Current,248550.69,Closed,28-12-2022,B047
A02341,C10264,Savings,396942.05,Active,11-10-2024,B032
A02356,C09938,Savings,4685.79,Closed,09-03-2026,B034
A02366,C02655,Current,279677.56,Active,24-03-2024,B043
A02375,C08415,Current,401080.2,Active,14-03-2024,B036
A02378,C00103,Savings,3189.54,Active,28-02-2024,B034
A02394,C11477,Savings,337046.27,Closed,10-12-2023,B001
A02398,C01952,Current,13268.43,Active,08-07-2023,B030
A02401,C05087,Savings,351371.73,Closed,19-07-2022,B030
A02414,C02198,Current,399625.54,Closed,27-10-2024,B032
A02432,C01824,Current,414741.18,Active,24-05-2021,B012
A02440,C01213,Savings,415582.7,Closed,10-01-2024,B014
A02446,C11617,Savings,40004.04,Closed,28-09-2023,B022
A02454,C03158,Current,467626.48,Closed,16-07-2024,B011
A02456,C99999,Savings,218324.35,Closed,23-12-2022,B034
A02465,C08520,Savings,279002.67,Active,28-10-2025,B035
A02504,C08526,Savings,105246.94,Active,21-03-2025,B025
A02532,C01874,Savings,278713.73,Active,06-10-2025,B049
A02539,C06086,Current,37373.11,Closed,18-08-2023,B022
A02542,C05853,Current,7755.68,Active,29-11-2022,B010
A02546,C11478,Savings,152834.79,Active,06-07-2024,B001
A02559,C10881,Savings,469066.68,Closed,07-09-2024,B005
A02577,C01081,Savings,149056.58,Active,24-07-2021,B007
A02579,C06394,Savings,53491.36,Closed,25-02-2023,B019
A02593,C99999,Savings,187960.68,Active,02-12-2025,B013
A02598,C10085,Current,240271.07,Closed,13-07-2024,B041
A02611,C11186,Savings,493709.26,Active,26-06-2023,B035
A02634,C03185,Current,90808.66,Closed,18-03-2023,B019
A02635,C05725,Savings,14796.31,Closed,29-09-2023,B045
A02659,C06368,Current,404721.42,Closed,25-09-2024,B034
A02682,C09603,Savings,84440.56,Active,26-12-2022,B045
A02686,C06630,Current,124749.74,Closed,26-04-2026,B030
A02690,C06564,Current,59075.06,Closed,17-03-2026,B035
A02693,C08322,Current,229007.95,Closed,21-03-2025,B026
A02712,C11895,Current,39446.7,Active,27-11-2024,B021
A02742,C06505,Savings,421480.49,Closed,30-12-2021,B017
A02815,C09055,Savings,23698.46,Active,15-04-2024,B020
A02816,C11150,Savings,176743.14,Active,12-07-2021,B008
A02817,C11928,Current,441783.89,Closed,30-01-2025,B044
A02823,C03251,Savings,236868.55,Active,08-11-2024,B040
A02849,C10842,Current,-281306.95,Active,09-02-2026,B004
A02923,C01437,Savings,203048.12,Active,19-03-2023,B036
A02943,C06902,Current,180298.64,Active,23-03-2025,B032
A02947,C00764,Current,88386.34,Active,03-11-2021,B019
A02951,C04316,Savings,271142.94,Active,21-11-2021,B047
A02956,C09638,Current,445287.61,Active,26-07-2022,B029
A02969,C10918,Savings,174487.2,Closed,08-07-2021,B014
A02972,C11380,Current,146400.6,Active,25-03-2025,B028
A02977,C02263,Savings,174924.01,Active,20-12-2022,B039
A02979,C07327,Savings,170827.46,Active,29-07-2025,B002
A02983,C10058,Current,412749.68,Closed,25-12-2025,B015
A03009,C06279,Savings,198056.36,Active,07-07-2022,B021
A03015,C00230,Savings,-441570.46,Closed,15-07-2023,B012
A03031,C04786,Savings,426327.31,Closed,26-10-2021,B045
A03035,C07657,Current,255968.19,Active,24-02-2025,B032
A03050,C07151,Savings,469893.89,Closed,31-01-2025,B029
A03062,C11586,Savings,120527.67,Closed,24-11-2022,B007
A03067,C10423,Current,120929.61,Active,05-04-2024,B035
A03137,C09277,Current,1407.96,Closed,22-07-2023,B020
A03152,C09178,Savings,211286.53,Active,08-04-2023,B029
A03157,C06842,Current,213469.58,Active,21-08-2024,B030
A03159,C00867,Current,239636.71,Closed,13-12-2025,B044
A03164,C09617,Savings,2547.65,Closed,29-05-2022,B021
A03168,C01233,Savings,346538.09,Closed,05-05-2024,B023
A03200,C05963,Savings,306097.3,Active,15-06-2023,B042
A03201,C07853,Current,338682.6,Closed,28-07-2021,B001
A03202,C04494,Savings,82116.0,Active,25-12-2023,B030
A03209,C05024,Savings,166867.22,Active,26-07-2021,B006
A03210,C06586,Savings,231700.96,Closed,17-02-2026,B028
A03255,C03524,Current,158430.49,Closed,23-06-2025,B015
A03257,C00199,Current,183653.85,Active,08-07-2021,B045
A03262,C01193,Savings,353489.07,Active,30-07-2024,B026
A03269,C02266,Savings,142112.78,Closed,20-07-2024,B046
A03275,C03995,Current,231340.4,Closed,02-03-2022,B041
A03278,C10882,Savings,412551.97,Active,27-01-2026,B016
A03298,C05387,Current,250304.34,Active,28-03-2026,B042
A03326,C09711,Savings,195779.16,Closed,04-11-2021,B027
A03327,C01846,Savings,13038.9,Active,28-06-2023,B037
A03330,C09206,Current,172199.52,Closed,24-09-2025,B042
A03332,C07795,Savings,309789.42,Closed,10-07-2025,B042
A03335,C02583,Current,389437.72,Active,11-10-2025,B035
A03342,C09069,Current,331219.93,Active,17-01-2025,B048
A03350,C06061,Current,335084.26,Active,17-07-2023,B036
A03356,C02635,Savings,478400.98,Closed,22-07-2021,B008
A03361,C07343,Savings,382388.78,Closed,31-03-2024,B001
A03363,C01605,Savings,164339.65,Closed,13-01-2022,B010
A03388,C05207,Current,449092.9,Active,14-04-2025,B019
A03389,C09396,Current,441475.7,Active,08-12-2025,B020
A03411,C10252,Savings,161330.93,Active,19-08-2021,B044
A03430,C99999,Savings,236986.1,Active,25-11-2022,B009
A03437,C03176,Savings,206761.32,Active,19-07-2025,B049
A03442,C03228,Savings,247921.02,Active,23-11-2023,B039
A03456,C01706,Savings,464011.52,Active,19-05-2022,B012
A03466,C10970,Current,433644.65,Active,18-05-2023,B004
A03500,C04156,Savings,194770.3,Active,16-03-2024,B022
A03502,C03745,Savings,157289.79,Closed,14-01-2022,B002
A03521,C11051,Current,21086.54,Active,24-12-2024,B048
A03525,C03097,Savings,152936.88,Active,02-04-2026,B045
A03576,C09826,Current,81305.54,Closed,14-07-2024,B034
A03577,C02105,Current,347068.42,Closed,10-10-2024,B012
A03583,C06131,Current,428098.89,Active,18-07-2022,B021
A03616,C04542,Savings,320256.37,Closed,30-10-2021,B013
A03619,C04744,Current,259603.49,Active,16-11-2023,B044
A03622,C03986,Savings,311327.47,Active,28-07-2025,B018
A03628,C09840,Savings,-282079.43,Active,25-10-2025,B020
A03630,C04589,Savings,98941.22,Active,20-07-2021,B035
A03645,C06116,Savings,482839.42,Closed,24-07-2025,B006
A03647,C04784,Savings,54611.59,Active,31-01-2023,B022
A03658,C01439,Current,20855.4,Active,16-08-2021,B010
A03688,C08555,Current,258993.86,Closed,03-02-2025,B016
A03709,C10305,Savings,303762.7,Active,06-01-2026,B030
A03719,C00688,Savings,95132.49,Active,26-10-2023,B028
A03729,C11322,Current,70809.48,Closed,21-09-2021,B043
A03738,C04479,Current,311789.75,Closed,29-08-2023,B002
A03742,C03289,Current,434626.43,Closed,01-03-2026,B049
A03753,C10268,Current,257872.46,Closed,23-03-2025,B005
A03754,C03470,Current,66521.33,Active,11-10-2024,B003
A03760,C11944,Savings,462287.79,Active,25-05-2021,B030
A03771,C10808,Current,208851.19,Active,22-11-2021,B000
A03812,C11761,Current,402448.03,Active,27-09-2023,B029
A03835,C04060,Savings,209363.6,Active,17-05-2025,B013
A03865,C99999,Savings,259207.96,Active,28-05-2022,B030
A03873,C03953,Current,309020.47,Closed,02-10-2022,B031
A03875,C11045,Current,292578.42,Closed,23-03-2022,B043
A03879,C03801,Current,318021.73,Active,08-02-2022,B018
A03908,C00706,Current,250532.97,Closed,13-06-2022,B028
A03910,C03625,Savings,262757.86,Active,29-05-2021,B014
A03934,C04156,Current,225552.06,Active,29-07-2025,B024
A03940,C09930,Current,412469.26,Active,06-12-2023,B033
A03954,C03972,Current,81885.54,Closed,12-07-2024,B048
A03973,C04376,Current,386997.78,Closed,06-12-2024,B047
A03992,C00881,Current,261879.37,Active,28-12-2023,B027
A04002,C01234,Current,41138.38,Closed,18-07-2025,B043
A04030,C00067,Savings,171863.28,Closed,23-08-2025,B018
A04031,C07031,Savings,403840.55,Active,15-11-2025,B020
A04047,C00598,Savings,301807.45,Closed,17-03-2026,B012
A04072,C08402,Savings,331659.24,Closed,03-07-2024,B038
A04103,C06661,Savings,126264.97,Closed,03-04-2025,B039
A04162,C07184,Current,388745.88,Closed,09-02-2022,B022
A04164,C03836,Current,422838.91,Closed,29-04-2022,B043
A04199,C04712,Savings,490626.59,Closed,04-07-2023,B020
A04201,C05337,Savings,232132.38,Active,09-04-2024,B019
A04213,C01633,Savings,227450.81,Closed,13-07-2025,B024
A04221,C06674,Current,80605.49,Active,23-05-2022,B045
A04238,C09931,Savings,153928.77,Active,09-08-2023,B011
A04267,C06128,Savings,279674.19,Active,27-04-2022,B046
A04279,C10276,Current,100137.55,Active,18-01-2022,B012
A04309,C03215,Current,293271.64,Active,11-03-2026,B031
A04359,C08681,Savings,335417.3,Closed,27-02-2024,B039
A04368,C02578,Current,466371.45,Active,28-11-2023,B032
A04370,C02710,Current,271556.19,Active,07-07-2025,B021
A04385,C07947,Savings,319693.46,Active,28-11-2021,B008
A04392,C09964,Current,231384.76,Active,05-06-2021,B003
A04411,C03077,Current,-116138.77,Active,25-04-2022,B001
A04420,C01536,Current,381152.93,Active,21-08-2023,B029
A04438,C01555,Savings,274381.0,Active,23-08-2025,B032
A04449,C00630,Current,425122.47,Active,11-04-2024,B002
A04457,C03118,Savings,454392.88,Closed,29-08-2022,B012
A04505,C99999,Current,78966.09,Closed,10-06-2023,B045
A04562,C00005,Current,144200.7,Closed,01-04-2025,B036
A04566,C10807,Savings,204894.74,Closed,22-04-2023,B042
A04597,C03627,Savings,475885.69,Active,15-03-2025,B016
A04657,C11704,Savings,320121.86,Closed,14-03-2024,B003
A04658,C10192,Savings,319037.15,Closed,31-10-2021,B015
A04669,C01400,Current,73047.06,Active,03-08-2025,B043
A04672,C08968,Savings,228128.75,Active,02-09-2024,B037
A04691,C10796,Savings,162884.89,Closed,19-09-2021,B026
A04695,C02428,Savings,47418.36,Closed,10-09-2024,B033
A04703,C08456,Current,223192.87,Active,11-03-2023,B022
A04726,C07559,Current,227922.86,Closed,16-09-2024,B025
A04759,C00943,Current,149506.27,Active,10-12-2024,B018
A04766,C00265,Current,107298.63,Closed,28-05-2024,B026
A04778,C04669,Current,67050.94,Closed,17-03-2026,B030
A04779,C04796,Current,414571.92,Active,13-11-2022,B012
A04799,C06412,Savings,39131.47,Active,18-07-2025,B020
A04808,C01446,Current,227293.31,Closed,16-05-2021,B008
A04822,C08078,Current,413579.04,Active,04-09-2022,B012
A04823,C07745,Current,409828.31,Active,14-06-2024,B040
A04824,C07282,Current,391474.93,Active,28-11-2021,B044
A04838,C02966,Current,395676.08,Closed,11-06-2022,B019
A04844,C10797,Savings,187560.91,Closed,15-08-2021,B046
A04862,C06305,Savings,383998.08,Active,19-12-2023,B037
A04870,C08997,Savings,89162.42,Active,16-06-2023,B043
A04877,C05041,Current,455695.23,Active,27-06-2023,B004
A04894,C07926,Savings,1872.41,Closed,28-06-2021,B015
A04925,C01069,Savings,407723.98,Closed,23-10-2023,B032
A04926,C03857,Savings,382494.96,Active,20-01-2026,B025
A04930,C08115,Savings,405537.35,Active,11-10-2021,B006
A04969,C08514,Savings,233715.92,Closed,17-04-2026,B041
A04988,C05255,Savings,274746.08,Active,15-02-2022,B015
A04992,C09540,Current,477357.47,Closed,22-03-2023,B017
A05006,C05002,Savings,136.1,Active,27-10-2021,B031
A05009,C11464,Savings,-350469.77,Closed,16-01-2025,B036
A05027,C08474,Savings,93021.08,Closed,31-07-2025,B032
A05030,C09743,Current,98109.98,Closed,04-08-2025,B006
A05045,C08709,Savings,72442.02,Closed,30-11-2023,B042
A05056,C03437,Savings,388919.8,Active,07-06-2025,B019
A05058,C00874,Savings,286982.41,Closed,23-04-2024,B023
A05062,C01228,Current,468492.88,Closed,03-09-2022,B006
A05069,C00543,Current,47081.68,Closed,27-03-2022,B038
A05095,C03288,Savings,314999.3,Active,14-12-2022,B006
A05104,C07078,Current,463343.88,Closed,10-05-2023,B022
A05107,C00612,Current,107310.54,Closed,07-11-2024,B041
A05114,C07209,Current,-258855.27,Closed,24-08-2025,B027
A05118,C05806,Current,116018.22,Active,23-08-2025,B030
A05160,C00780,Current,480450.2,Active,04-01-2023,B021
A05177,C11185,Savings,408433.61,Active,16-05-2021,B017
A05190,C01988,Current,180214.8,Closed,12-11-2023,B028
A05239,C04555,Savings,356624.35,Active,30-05-2024,B027
A05258,C10996,Savings,162535.88,Active,22-07-2023,B031
A05303,C10218,Current,257693.85,Active,08-05-2022,B018
A05326,C02749,Savings,422956.44,Closed,24-12-2023,B018
A05327,C10708,Savings,420037.34,Closed,20-02-2026,B017
A05328,C09721,Savings,250672.48,Closed,14-07-2021,B047
A05334,C10066,Savings,84404.05,Closed,22-08-2024,B004
A05347,C09324,Current,19969.3,Active,02-02-2024,B023
A05352,C00019,Current,33480.38,Active,21-04-2026,B026
A05354,C07242,Savings,477977.15,Active,01-10-2022,B007
A05393,C07452,Savings,471723.72,Active,07-09-2024,B024
A05398,C10116,Savings,123355.17,Closed,26-02-2025,B017
A05419,C09156,Savings,222877.23,Active,26-08-2023,B033
A05424,C00871,Current,324152.56,Closed,05-08-2024,B010
A05447,C07891,Savings,35155.88,Closed,14-07-2023,B037
A05451,C03671,Savings,419428.36,Active,30-06-2021,B005
A05458,C11043,Savings,167044.67,Active,11-05-2025,B049
A05465,C10197,Current,42191.98,Active,17-06-2024,B000
A05478,C04130,Current,344785.65,Active,06-02-2023,B046
A05491,C09147,Current,368376.09,Active,28-07-2024,B020
A05543,C07301,Current,395840.3,Active,15-08-2024,B009
A05548,C03707,Current,390720.31,Closed,26-04-2025,B029
A05571,C09864,Savings,410915.49,Closed,22-10-2025,B020
A05572,C02649,Current,169628.07,Active,12-04-2025,B032
A05595,C02774,Savings,176310.28,Closed,15-08-2023,B012
A05598,C10329,Current,13545.95,Closed,02-12-2025,B025
A05663,C11500,Savings,66773.74,Closed,19-06-2025,B004
A05670,C04409,Savings,167335.8,Active,14-04-2025,B030
A05697,C01325,Savings,-470588.21,Closed,03-01-2023,B016
A05732,C10226,Savings,468811.2,Active,07-10-2022,B006
A05764,C09900,Savings,242594.86,Active,19-05-2023,B031
A05771,C00550,Savings,321486.3,Active,07-07-2021,B047
A05793,C05268,Current,-18884.55,Closed,18-10-2021,B021
A05800,C00720,Current,33076.74,Active,25-04-2022,B037
A05804,C04562,Savings,267787.31,Active,20-09-2022,B011
A05864,C08794,Savings,136915.76,Active,21-08-2022,B049
A05872,C05700,Current,12654.15,Active,02-07-2022,B023
A05900,C02753,Savings,399291.66,Active,23-10-2025,B016
A05913,C06716,Savings,489576.12,Closed,22-01-2026,B022
A05935,C01685,Current,329148.21,Closed,07-12-2022,B004
A05939,C07424,Current,311942.77,Active,20-10-2025,B019
A05944,C05167,Current,175122.66,Closed,07-05-2021,B029
A05955,C03609,Current,111879.62,Closed,15-07-2021,B039
A05988,C06930,Current,-287668.66,Active,22-11-2022,B023
A06001,C05133,Current,246327.49,Active,24-10-2025,B044
A06016,C09202,Savings,316783.34,Active,21-04-2024,B029
A06020,C05548,Savings,352364.2,Active,30-10-2021,B017
A06024,C03239,Current,135693.45,Closed,10-12-2025,B027
A06056,C03650,Savings,11845.97,Active,08-05-2022,B039
A06107,C01015,Savings,211560.69,Closed,05-05-2024,B001
A06111,C07796,Savings,32059.6,Active,06-12-2023,B033
A06144,C03999,Current,381010.31,Closed,09-01-2025,B002
A06148,C11598,Savings,198854.87,Closed,04-08-2022,B042
A06158,C06934,Savings,414512.75,Closed,02-05-2024,B002
A06166,C11809,Current,20786.01,Active,06-04-2024,B040
A06174,C10428,Savings,-126006.9,Closed,25-07-2023,B046
A06186,C02603,Current,439997.42,Closed,05-11-2021,B024
A06195,C05586,Current,220299.41,Active,18-02-2024,B019
A06207,C05611,Current,339525.15,Closed,07-12-2021,B004
A06209,C06714,Current,311990.57,Active,17-02-2024,B041
A06221,C04886,Current,238661.86,Active,19-02-2026,B033
A06224,C02983,Savings,160335.11,Active,01-10-2022,B034
A06227,C05291,Current,17764.32,Active,31-05-2025,B029
A06231,C01406,Current,277605.18,Active,17-11-2022,B038
A06252,C05081,Current,272278.33,Active,27-11-2021,B002
A06257,C00057,Savings,286236.92,Active,17-11-2022,B018
A06270,C08116,Savings,35225.11,Active,05-07-2025,B018
A06281,C02966,Current,258642.74,Active,17-06-2023,B031
A06282,C04071,Savings,490558.04,Active,14-05-2025,B009
A06283,C04057,Current,8822.91,Closed,12-09-2022,B000
A06305,C03453,Current,188307.68,Active,29-11-2024,B010
A06321,C03579,Current,242524.0,Closed,31-10-2021,B037
A06324,C00548,Savings,475439.09,Active,16-06-2023,B041
A06342,C11454,Savings,207741.0,Active,18-09-2024,B011
A06358,C01457,Savings,89631.58,Active,15-04-2026,B020
A06360,C00561,Savings,316900.69,Active,11-12-2021,B040
