account_id,customer_id,account_type,balance,status,opened_date,branch_id
A07435,C99999,Savings,383109.89,Active,18-05-2024,B035
A07459,C99999,Current,434204.99,Active,14-02-2026,B037
A07499,C99999,Savings,214950.99,Active,25-02-2026,B004
A07505,C99999,Savings,238725.21,Active,03-02-2022,B045
A07603,C99999,Current,315055.7,Active,11-11-2025,B027
A07623,C99999,Current,441505.2,Closed,10-01-2022,B011
A07645,C99999,Current,122129.13,Active,28-01-2024,B040
A07661,C99999,Savings,153771.06,Closed,10-12-2025,B000
A07738,C99999,Savings,118831.57,Closed,24-03-2026,B001
A07799,C99999,Savings,122031.22,Active,19-12-2024,B002
A07802,C99999,Savings,53820.96,Closed,26-11-2022,B034
A07863,C99999,Savings,375012.5,Closed,31-01-2025,B022
A07929,C99999,Savings,396896.81,Active,11-07-2021,B014
A07934,C99999,Savings,493212.68,Active,29-10-2021,B016
A07995,C99999,Current,412705.5,Active,14-11-2022,B044
A08181,C99999,Savings,324105.58,Active,19-08-2022,B035
A08236,C99999,Savings,244579.28,Active,28-04-2023,B016
A08510,C99999,Current,319697.43,Active,27-11-2022,B035
A08568,C99999,Savings,80363.1,Active,03-11-2021,B012
A08599,C99999,Current,-267052.35,Closed,09-01-2023,B038
A08606,C99999,Current,452563.59,Active,01-04-2025,B016
A08708,C99999,Savings,182429.12,Closed,27-04-2026,B013
A08715,C99999,Savings,350130.72,Active,29-05-2023,B004
A08821,C99999,Current,350689.43,Active,22-09-2022,B010
A08846,C99999,Savings,464713.87,Active,14-01-2025,B007
A08910,C99999,Current,428320.22,Closed,31-12-2022,B026
A08936,C99999,Savings,283678.94,Active,13-07-2024,B037
A08992,C99999,Current,65627.06,Closed,25-04-2024,B017
A09000,C99999,Savings,364417.1,Closed,27-08-2025,B023
A09140,C99999,Savings,89605.55,Closed,16-08-2025,B042
A09154,C99999,Savings,70551.57,Closed,01-02-2026,B020
A09176,C99999,Savings,460509.03,Active,17-05-2021,B026
A09186,C99999,Current,76107.17,Closed,24-03-2024,B046
A09204,C99999,Savings,363127.94,Active,25-11-2022,B019
A09267,C99999,Current,479225.12,Closed,21-04-2022,B000
A09491,C99999,Current,329655.28,Active,14-08-2021,B011
A09518,C99999,Savings,78825.56,Active,29-01-2026,B043
A09531,C99999,Savings,377262.8,Active,05-03-2026,B009
A09539,C99999,Current,426425.38,Active,01-12-2021,B045
A09562,C99999,Current,436275.65,Active,13-06-2024,B030
A09604,C99999,Current,431224.88,Closed,05-02-2024,B036
A09675,C99999,Current,454085.48,Closed,27-11-2025,B020
A09709,C99999,Savings,100784.83,Active,07-10-2023,B005
A09879,C99999,Savings,-61034.92,Closed,31-01-2026,B014
A09885,C99999,Current,287588.1,Closed,21-10-2021,B006
A10039,C99999,Current,338688.39,Closed,07-06-2022,B039
A10083,C99999,Current,73424.62,Active,17-01-2022,B022
A10120,C99999,Current,283751.61,Closed,06-08-2021,B005
A10184,C99999,Current,363695.36,Active,18-09-2024,B015
A10198,C99999,Current,415144.12,Active,28-08-2022,B043
A10220,C99999,Savings,232174.38,Closed,16-01-2023,B047
A10276,C99999,Current,238040.01,Closed,16-10-2023,B030
A10286,C99999,Current,274248.75,Closed,16-09-2023,B016
A10357,C99999,Current,252475.62,Closed,01-03-2024,B014
A10549,C99999,Current,455811.58,Active,22-08-2024,B025
A10587,C99999,Current,89108.46,Active,25-09-2021,B000
A10624,C99999,Current,202062.09,Closed,23-11-2023,B029
A10642,C99999,Current,59125.15,Closed,28-04-2024,B028
A10713,C99999,Current,437604.93,Closed,30-07-2022,B041
A10831,C99999,Current,212432.93,Active,17-02-2024,B032
A10871,C99999,Savings,259804.95,Active,06-06-2022,B009
A10959,C99999,Savings,111680.52,Closed,23-01-2023,B042
A10979,C99999,Current,443062.95,Active,04-09-2025,B047
A11013,C99999,Savings,10617.47,Active,28-09-2021,B040
A11074,C99999,Savings,426459.06,Closed,01-02-2024,B011
A11235,C99999,Savings,371002.46,Closed,06-07-2025,B020
A11383,C99999,Savings,128593.26,Closed,01-12-2022,B042
A11399,C99999,Current,10858.79,Active,04-09-2022,B011
A11411,C99999,Savings,343606.94,Closed,20-01-2024,B035
A11469,C99999,Savings,394782.48,Active,04-02-2022,B014
A11473,C99999,Savings,221049.88,Active,22-02-2022,B042
A11576,C99999,Current,220958.55,Active,07-02-2023,B035
A11618,C99999,Savings,433814.79,Active,25-03-2025,B036
A11717,C99999,Current,37528.85,Closed,27-02-2026,B048
A11719,C99999,Current,399302.51,Closed,01-02-2026,B030
A11726,C99999,Savings,119690.97,Closed,04-11-2022,B008
A11812,C99999,Current,159073.72,Active,31-08-2023,B041
A11830,C99999,Savings,128618.15,Closed,07-06-2022,B015
A11845,C99999,Savings,59564.46,Active,01-02-2026,B048
A11933,C99999,Savings,265776.63,Closed,03-10-2022,B027
A12045,C99999,Savings,149074.4,Closed,08-07-2023,B034
A12079,C99999,Savings,158501.16,Closed,01-07-2025,B039
A12134,C99999,Savings,140554.69,Active,14-10-2025,B015
A12211,C99999,Savings,240517.74,Closed,02-11-2024,B032
A12215,C99999,Current,455224.2,Closed,15-02-2024,B004
A12234,C99999,Current,346795.39,Active,16-02-2026,B036
A12317,C99999,Savings,242137.32,Closed,23-11-2022,B009
A12326,C99999,Savings,414497.85,Active,11-06-2024,B010
A12334,C99999,Current,317399.66,Active,09-01-2026,B005
A12467,C99999,Savings,247617.68,Closed,28-09-2025,B038
A12561,C99999,Current,338193.18,Closed,09-12-2022,B026
A12601,C99999,Current,316399.93,Active,04-07-2024,B032
A12628,C99999,Savings,228856.84,Closed,13-10-2022,B045
A12657,C99999,Savings,457800.66,Closed,06-06-2021,B009
A12762,C99999,Savings,102837.58,Closed,11-06-2025,B001
A12900,C99999,Current,71909.23,Closed,17-05-2023,B023
A12954,C99999,Savings,419233.37,Active,14-10-2021,B041
A12984,C99999,Current,432920.68,Closed,04-05-2021,B022
A12985,C99999,Current,72706.96,Active,08-11-2024,B017
A12993,C99999,Current,471900.55,Closed,03-10-2021,B036
A12997,C99999,Savings,-158257.69,Closed,29-10-2021,B032
A13013,C99999,Current,441728.93,Closed,10-12-2022,B007
A13101,C99999,Current,-279533.11,Closed,10-01-2026,B018
A13107,C99999,Current,217332.79,Closed,25-03-2024,B018
A13192,C99999,Savings,-393773.96,Active,18-10-2021,B039
A13197,C99999,Current,122647.16,Active,25-03-2022,B047
A13202,C99999,Savings,270349.08,Active,16-07-2025,B036
A13244,C99999,Savings,220350.51,Closed,12-12-2022,B025
A13301,C99999,Current,183279.75,Active,06-06-2024,B021
A13351,C99999,Current,342642.73,Closed,23-07-2023,B031
A13377,C99999,Savings,258197.04,Active,07-12-2025,B026
A13439,C99999,Current,498356.72,Closed,14-05-2024,B010
A13446,C99999,Savings,260412.69,Active,09-03-2022,B015
A13456,C99999,Savings,73491.23,Active,07-01-2023,B022
A13509,C99999,Current,350639.13,Closed,17-09-2021,B047
A13573,C99999,Savings,52791.35,Closed,22-08-2021,B021
A13610,C99999,Savings,194554.82,Closed,10-03-2024,B007
A13714,C99999,Current,283818.93,Active,12-11-2024,B047
A13785,C99999,Current,14969.18,Active,22-12-2022,B033
A13805,C99999,Current,374708.98,Closed,05-05-2025,B040
A13873,C99999,Current,12111.71,Active,15-12-2025,B015
A13887,C99999,Current,59690.54,Active,24-10-2023,B010
A13937,C99999,Savings,258831.57,Closed,13-03-2026,B011
A13956,C99999,Current,346030.09,Active,22-05-2025,B047
A14024,C99999,Savings,158014.3,Closed,30-09-2025,B023
A14184,C99999,Current,123205.29,Active,07-04-2022,B016
A14220,C99999,Savings,391324.34,Closed,11-04-2023,B016
A14234,C99999,Current,60992.53,Closed,08-02-2023,B015
A14301,C99999,Savings,448920.7,Closed,08-07-2025,B045
A14413,C99999,Current,26701.92,Active,25-04-2026,B037
A14499,C99999,Current,339308.06,Closed,25-01-2022,B002
A14549,C99999,Current,234578.79,Closed,01-12-2024,B023
A14563,C99999,Current,63538.75,Active,03-10-2024,B032
A14649,C99999,Savings,32217.38,Closed,17-02-2025,B025
A14654,C99999,Savings,113002.74,Active,24-05-2025,B001
A14682,C99999,Current,203939.62,Closed,27-10-2021,B006
A14729,C99999,Current,87877.39,Closed,29-02-2024,B012
A14744,C99999,Savings,233115.84,Closed,28-06-2021,B026
A14763,C99999,Current,426112.17,Active,22-07-2024,B030
A14806,C99999,Savings,241541.35,Active,19-08-2021,B013
A14895,C99999,Current,162911.62,Active,19-01-2024,B045
A14994,C99999,Savings,265510.19,Closed,10-09-2022,B028
